MS SubClass,MS Zoning,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Fence,Sale Type,SalePrice
50,RM,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,1204.0,TA,1204,1666,1,TA,4,NA,Detchd,1927.0,Unf,1.0,384.0,Fa,NA,WD ,135000
20,RL,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141.0,Ex,1141,1141,1,TA,6,NA,Detchd,2005.0,Unf,2.0,484.0,TA,NA,WD ,142500
60,RL,Reg,Lvl,Inside,NAmes,Feedr,1Fam,2Story,5,6,1968,1968,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,732.0,Ex,732,1464,1,TA,7,NA,Attchd,1968.0,Unf,2.0,470.0,TA,NA,WD ,141000
190,RL,Reg,Lvl,Inside,Edwards,Norm,2fmCon,2Story,5,7,1910,1991,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1117.0,TA,820,1347,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,107500
190,RL,IR1,Lvl,Corner,SWISU,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,672.0,TA,778,1282,1,TA,4,NA,Detchd,1942.0,Unf,1.0,240.0,TA,MnPrv,WD ,108500
60,RL,IR1,Lvl,Inside,SawyerW,RRAe,1Fam,2Story,6,5,1994,1994,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,636.0,Ex,636,1320,2,Gd,6,NA,Attchd,1994.0,Fin,2.0,472.0,TA,NA,WD ,150000
50,C (all),Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,3,5,1916,1950,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Fa,Fa,No,Unf,Unf,216.0,Fa,576,936,1,TA,6,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,78000
20,RL,Reg,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1580.0,Ex,1580,1580,2,Gd,7,NA,Attchd,2008.0,RFn,3.0,830.0,TA,NA,ConLD,235128
20,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1975,2001,Gable,Plywood,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,864.0,TA,1558,1558,2,TA,5,NA,Attchd,1975.0,Fin,2.0,440.0,TA,NA,WD ,163000
30,RL,Reg,Lvl,Inside,Edwards,Feedr,1Fam,1Story,3,6,1945,2007,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,NA,NA,NA,NA,NA,0.0,TA,640,640,1,TA,5,NA,Detchd,1945.0,Unf,1.0,240.0,TA,NA,ConLD,84900
160,RL,Reg,Lvl,Inside,NPkVill,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,855.0,TA,855,1322,2,TA,6,Fa,Attchd,1974.0,Unf,2.0,440.0,TA,NA,WD ,147000
70,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,8,1915,2005,Gable,Stucco,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,Unf,910.0,Ex,916,1826,1,Ex,7,Gd,Attchd,1915.0,Unf,1.0,164.0,Fa,NA,WD ,155000
20,RL,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1309.0,TA,1339,1339,2,TA,6,TA,Attchd,1990.0,Fin,2.0,484.0,Gd,NA,WD ,180000
80,RL,IR1,Lvl,Corner,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,868.0,Ex,1146,1146,2,Gd,6,Gd,Attchd,2003.0,Fin,2.0,438.0,TA,NA,WD ,187500
80,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,6,1976,1976,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1041.0,Ex,1125,1125,1,TA,6,Fa,Detchd,1977.0,Unf,1.0,352.0,TA,GdWo,WD ,125000
30,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1910,1950,Mansard,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Gd,No,Unf,Unf,481.0,TA,899,899,1,TA,5,NA,Detchd,1930.0,Unf,1.0,200.0,Fa,NA,WD ,78000
190,RM,Reg,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Stone,TA,TA,No,Unf,Unf,828.0,Gd,828,1594,2,TA,9,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,118000
20,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1694.0,Ex,1694,1694,2,Gd,7,NA,Attchd,2007.0,Fin,3.0,818.0,TA,NA,New,318000
60,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,5,1993,1994,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,777.0,Ex,1065,1911,2,Gd,8,TA,Attchd,1993.0,RFn,2.0,471.0,TA,NA,WD ,215000
30,RM,Reg,Low,Inside,IDOTRR,Norm,1Fam,1Story,4,4,1925,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,432.0,TA,672,672,1,TA,4,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,GdWo,WD ,72000
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1976,1976,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1193.0,TA,1523,1523,2,TA,7,TA,Attchd,1976.0,Fin,2.0,478.0,TA,MnPrv,COD,180000
20,RL,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,TA,TA,CBlock,Gd,Fa,No,ALQ,LwQ,1606.0,TA,1651,1651,2,TA,7,TA,Attchd,1986.0,Fin,2.0,616.0,TA,NA,WD ,184000
20,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1041.0,Ex,1041,1041,1,TA,6,NA,Attchd,1959.0,RFn,1.0,270.0,TA,MnPrv,WD ,124500
90,RL,Reg,Lvl,Corner,NAmes,Feedr,Duplex,1Story,5,5,1958,1958,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1604.0,TA,1604,1604,2,TA,8,NA,Attchd,1958.0,Unf,2.0,576.0,TA,NA,WD ,135000
50,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,981.0,Ex,1014,1672,1,Gd,6,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,GdPrv,WD ,164900
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1969,1969,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,1164.0,TA,1164,1164,1,TA,6,NA,Attchd,1969.0,Unf,2.0,528.0,TA,NA,COD,140000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1958,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1041.0,Gd,1041,1041,1,TA,6,NA,Attchd,1958.0,RFn,1.0,294.0,TA,GdWo,WD ,128000
85,RL,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,450.0,Ex,1034,1034,1,TA,6,Po,Basment,1978.0,Fin,2.0,504.0,TA,GdWo,WD ,153000
50,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,Gd,No,Unf,Unf,796.0,Ex,825,1609,1,TA,7,NA,Detchd,1910.0,Unf,1.0,228.0,Fa,NA,WD ,127500
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,8,1950,2006,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,BLQ,Rec,572.0,Gd,1337,1337,1,Gd,7,Gd,Attchd,1950.0,RFn,1.0,264.0,TA,NA,WD ,141500
60,RL,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1994,1995,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1463.0,Ex,1500,2622,2,Gd,9,TA,Attchd,1994.0,RFn,2.0,712.0,TA,NA,WD ,325000
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1993,1993,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,1594.0,Ex,1594,1594,2,Gd,6,TA,Attchd,1993.0,RFn,2.0,472.0,TA,NA,WD ,188500
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1262.0,Gd,1262,1262,2,Gd,5,NA,Attchd,2006.0,Fin,2.0,572.0,TA,NA,New,185000
20,RL,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,Gd,No,GLQ,Unf,1175.0,Ex,1175,1175,1,Gd,6,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,146000
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,7,1917,2007,Gable,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,624.0,Ex,664,1288,1,Ex,5,Gd,Attchd,1917.0,Unf,1.0,280.0,TA,NA,WD ,119000
160,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,630.0,TA,630,1302,2,TA,6,NA,Detchd,1991.0,Unf,1.0,280.0,TA,NA,COD,112000
120,FV,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1247.0,Ex,1247,1247,1,Gd,4,Gd,Attchd,2005.0,Fin,2.0,550.0,TA,NA,WD ,197000
60,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,1738.0,Gd,1738,2589,2,Ex,11,Gd,Attchd,2006.0,RFn,3.0,831.0,TA,NA,New,412083
20,RL,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1568.0,Ex,1689,1689,2,Gd,7,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,NA,WD ,271000
120,RL,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1405.0,Ex,1405,1405,2,Gd,6,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,NA,WD ,200000
80,RL,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,SLvl,7,6,1976,1976,Gable,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,Rec,1228.0,TA,1324,1324,2,Gd,5,Fa,Attchd,1976.0,Fin,2.0,585.0,TA,NA,WD ,174000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,1377.0,TA,1377,1377,1,TA,6,TA,Attchd,1965.0,Unf,1.0,351.0,TA,MnPrv,WD ,156500
60,RL,IR1,Lvl,Corner,Timber,Norm,1Fam,2Story,6,5,1996,1997,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,872.0,Ex,888,1756,2,TA,7,NA,Attchd,1996.0,Fin,2.0,422.0,TA,NA,WD ,204000
20,RL,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,5,6,1966,2006,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1228.0,Gd,1228,1228,1,Gd,6,NA,Attchd,1966.0,Unf,1.0,271.0,TA,MnPrv,WD ,149350
20,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1008.0,Gd,1008,1008,1,TA,4,Gd,Attchd,1954.0,RFn,1.0,275.0,TA,NA,WD ,137000
60,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1153.0,Ex,1153,2031,2,Gd,8,TA,Attchd,1998.0,Fin,2.0,541.0,TA,NA,WD ,222500
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,752.0,Ex,752,1504,2,Gd,6,NA,Attchd,2007.0,Fin,2.0,440.0,TA,NA,New,166000
30,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,7,1920,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,936.0,TA,936,936,1,TA,5,Gd,NA,1978.7077955601446,NA,0.0,0.0,NA,MnPrv,WD ,109500
20,RL,IR1,Lvl,CulDSac,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,NA,NA,NA,NA,NA,0.0,TA,1383,1383,1,TA,6,NA,Attchd,1980.0,Unf,2.0,498.0,Fa,NA,WD ,122000
30,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,1990,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,967.0,Gd,967,967,1,TA,5,Gd,Detchd,1920.0,Unf,1.0,180.0,Fa,NA,WD ,99900
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1656.0,Ex,1656,1656,2,Gd,7,NA,Attchd,2006.0,RFn,3.0,826.0,TA,NA,WD ,249700
20,RL,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,8,1950,2004,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1092.0,Ex,1152,1152,1,Gd,6,Gd,Attchd,1950.0,Unf,1.0,300.0,TA,GdPrv,WD ,158500
20,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,GLQ,Unf,1142.0,Ex,1142,1142,1,Gd,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,139500
20,RL,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,Gd,TA,Wood,Gd,TA,Av,GLQ,BLQ,1381.0,Ex,1403,1403,2,Gd,5,NA,Attchd,2000.0,Unf,2.0,470.0,TA,NA,WD ,202000
90,RL,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1626.0,Ex,1712,1712,2,TA,8,NA,Attchd,2005.0,Fin,2.0,588.0,TA,NA,WD ,145000
90,RL,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1198.0,TA,1258,1258,0,TA,6,NA,CarPort,1969.0,Unf,2.0,400.0,Fa,NA,WD ,108959
90,RL,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Hip,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,1560.0,TA,1560,1560,2,TA,8,NA,Detchd,1958.0,Unf,2.0,484.0,TA,NA,WD ,128600
60,RL,Reg,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,7,7,1976,1976,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,793.0,TA,1142,1935,2,TA,7,TA,Attchd,1976.0,RFn,2.0,550.0,TA,NA,WD ,197900
85,RL,IR1,Lvl,Inside,NWAmes,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,VinylSd,Wd Shng,Stone,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,1047.0,TA,1083,1083,1,TA,5,Fa,Attchd,1976.0,RFn,2.0,596.0,TA,NA,WD ,172000
20,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,4,1977,1977,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,Rec,BLQ,876.0,TA,907,907,1,TA,5,NA,Attchd,1977.0,RFn,1.0,308.0,TA,MnPrv,WD ,130000
20,RL,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,5,1999,2000,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1666.0,Ex,1675,1675,2,Gd,6,NA,Attchd,1999.0,RFn,2.0,435.0,TA,NA,WD ,195000
20,RL,Reg,HLS,Inside,Mitchel,Artery,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,988.0,Ex,988,988,1,TA,4,NA,Attchd,1954.0,RFn,2.0,520.0,TA,NA,WD ,113000
20,RL,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1491.0,Ex,1491,1491,2,Gd,7,NA,Attchd,2001.0,RFn,2.0,490.0,TA,NA,WD ,209000
80,RL,IR1,Lvl,Corner,Timber,Norm,1Fam,SLvl,7,5,1987,1989,Hip,Plywood,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,ALQ,1645.0,Ex,1479,1479,2,Gd,7,Fa,Attchd,1987.0,Fin,2.0,578.0,TA,NA,WD ,213500
20,RL,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1436.0,Fa,1689,1689,1,TA,7,Gd,Attchd,1956.0,Unf,2.0,480.0,TA,MnPrv,COD,127500
120,RL,Reg,HLS,Inside,StoneBr,PosN,TwnhsE,1Story,9,5,2007,2007,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1710.0,Ex,1710,1710,2,Ex,6,Gd,Attchd,2007.0,RFn,2.0,557.0,TA,NA,WD ,334000
20,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1253.0,TA,1253,1253,1,TA,5,Fa,Attchd,1960.0,RFn,1.0,352.0,TA,GdWo,WD ,157000
20,RL,Reg,Lvl,Inside,NAmes,PosN,1Fam,1Story,5,5,1962,1962,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,864.0,Gd,864,864,1,TA,5,NA,Detchd,1962.0,Unf,1.0,294.0,TA,NA,WD ,125500
60,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,728.0,Ex,728,1456,2,Gd,7,Gd,Attchd,2005.0,Fin,2.0,410.0,TA,NA,WD ,189000
80,RL,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,1188.0,Ex,1217,1217,2,Gd,6,NA,Attchd,1990.0,Unf,2.0,497.0,TA,GdPrv,WD ,173000
60,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,866.0,Ex,866,1768,2,Gd,7,NA,Attchd,2007.0,RFn,2.0,578.0,TA,NA,WD ,212000
85,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,870.0,Ex,914,914,1,TA,5,NA,Detchd,1998.0,Unf,2.0,576.0,TA,NA,WD ,148000
80,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,5,1964,1964,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,533.0,TA,1131,1775,2,TA,8,NA,Attchd,1964.0,Unf,2.0,480.0,TA,NA,COD,136300
190,RM,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,1900,2006,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,TA,No,Unf,Unf,797.0,TA,830,1627,2,TA,10,NA,Detchd,1950.0,Unf,2.0,420.0,Fa,NA,WD ,139500
60,RL,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660.0,Ex,660,1320,2,Gd,6,NA,Attchd,2003.0,Fin,2.0,400.0,TA,NA,WD ,162000
50,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,732.0,Gd,772,1123,1,TA,4,NA,Detchd,1979.0,Unf,1.0,264.0,TA,MnPrv,WD ,100000
20,RL,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,1968,2003,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864.0,Ex,874,874,1,TA,5,NA,Attchd,1968.0,RFn,1.0,288.0,TA,NA,WD ,126500
60,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,824.0,Ex,905,1786,2,Gd,7,NA,Attchd,1997.0,RFn,2.0,684.0,TA,NA,WD ,204750
90,RL,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,4,5,1949,1950,Gable,BrkFace,Stone,None,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,Fa,1040,1040,2,TA,6,NA,Detchd,1956.0,Unf,2.0,420.0,TA,NA,WD ,90000
190,RM,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,1920,1960,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,973.0,TA,1377,2350,2,TA,10,NA,2Types,1930.0,Unf,2.0,393.0,TA,NA,WD ,130000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1960,1960,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,1269.0,TA,1269,1269,1,TA,6,Fa,Detchd,1964.0,Unf,1.0,308.0,TA,NA,WD ,155000
190,RL,Reg,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,1039.0,Ex,1039,1039,1,TA,6,NA,Attchd,1965.0,Unf,2.0,504.0,TA,NA,WD ,131500
80,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,6,1955,1972,Gable,AsbShng,AsbShng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,LwQ,1156.0,Ex,1520,1520,1,TA,7,Gd,Basment,1955.0,RFn,1.0,364.0,TA,NA,WD ,153000
20,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1704.0,Ex,1704,1704,2,Gd,7,Gd,Attchd,2008.0,RFn,3.0,772.0,TA,NA,WD ,306000
20,RL,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,1686.0,Ex,1686,1686,2,Ex,6,Gd,Attchd,2006.0,Fin,3.0,899.0,TA,NA,New,332200
20,RL,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1638.0,Ex,1646,1646,2,Gd,7,Gd,Attchd,2008.0,RFn,3.0,800.0,TA,NA,New,293077
20,RL,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,7,1961,1961,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,914.0,Ex,914,914,1,TA,4,NA,Basment,1961.0,Unf,1.0,270.0,Fa,GdWo,WD ,128000
